distance,width,speed,crowd_level,time
90.89999999999988,1.0,1.3,1,70
89.09999999999992,1.0,1.1,1,81
87.99999999999993,1.0,1.1,1,80
76.72300904918662,1.0,1.4,1,55
75.89999999999999,1.0,1.1,1,69
73.7,1.0,1.1,1,67
66.00000000000004,1.0,1.1,1,60
63.0,1.0,1.5,1,42
57.39999999999996,1.0,1.4,1,41
44.979795897113306,1.0,1.1,1,41
41.800000000000026,1.0,1.1,1,38
37.2,1.0,1.2,1,31
33.800000000000004,1.0,1.3,1,26
27.49087121146356,1.0,1.2,1,23
27.124807680927184,1.0,1.7,1,16
21.60000000000001,1.0,0.8,1,27
14.0,1.0,1.0,1,14
5.5,1.0,1.1,1,5
4.949615361854384,1.0,1.7,1,3
4.3483314773547885,1.0,0.9,1,5
0.9,1.0,0.9,1,1
137.7397368307139,1.0,1.6,1,87
137.39923072370888,1.0,1.7,1,81
122.71921049214224,1.0,1.6,1,77
118.29999999999984,1.0,1.3,1,91
114.99923072370888,1.0,1.7,1,68
106.49999999999984,1.0,1.3,1,82
97.0,1.0,1.0,1,97
93.38174242292727,1.0,1.2,1,78
86.15960524607117,1.0,1.6,1,54
81.90000000000003,1.0,0.9,1,91
81.27979589711323,1.0,1.1,1,74
77.91421356237309,1.0,1.5,1,52
73.79999999999998,1.0,0.9,1,82
70.19999999999996,1.0,0.9,1,78
64.79999999999993,1.0,0.9,1,72
45.89999999999996,1.0,0.9,1,51
39.99999999999999,1.0,0.8,1,50
39.49999999999999,1.0,0.9,1,46
39.19999999999999,1.0,0.8,1,49
38.99999999999999,1.0,1.1,1,43
38.49999999999999,1.0,1.0,1,40
36.3,1.0,1.3,1,28
31.49999999999998,1.0,0.9,1,35
24.0,1.0,1.2,1,20
22.8,1.0,1.2,1,19
22.40000000000001,1.0,0.8,1,28
19.67979589711328,1.0,1.1,1,18
19.019868415357067,1.0,1.6,1,13
18.9,1.0,0.9,1,21
13.0,1.0,1.0,1,13
8.679795897113271,1.0,1.1,1,8
8.100000000000001,1.0,0.9,1,9
6.0,1.0,1.0,1,6
2.8,1.0,1.4,1,2
137.20000000000024,1.0,1.4,1,98
132.6000000000001,1.0,1.7,1,78
80.4000000000001,1.0,1.2,1,67
58.70766968306216,1.0,1.4,1,42
52.80000000000004,1.0,1.1,1,48
4.8,1.0,1.2,1,4
149.5248076809272,1.0,1.7,1,88
137.47442304278167,1.0,1.7,1,81
116.82842712474618,1.0,1.5,1,78
106.69999999999985,1.0,1.1,1,97
104.29087121146372,1.0,1.2,1,87
102.23973683071404,1.0,1.6,1,64
90.19999999999992,1.0,1.1,1,82
84.69923072370884,1.0,1.7,1,50
80.10000000000002,1.0,0.9,1,89
77.74264068711929,1.0,1.5,1,52
76.0,1.0,1.0,1,76
75.29999999999993,1.0,1.3,1,58
71.2153393661244,1.0,1.4,1,51
68.89999999999993,1.0,1.3,1,53
51.70766968306217,1.0,1.4,1,37
49.59999999999995,1.0,0.8,1,62
45.10000000000003,1.0,1.1,1,41
44.19999999999998,1.0,1.3,1,34
42.0,1.0,1.5,1,28
32.0,1.0,1.0,1,32
27.42941125896765,1.0,1.7,1,17
21.599999999999994,1.0,0.9,1,24
20.779795897113274,1.0,1.1,1,19
19.67979589711328,1.0,1.1,1,18
15.200000000000005,1.0,0.8,1,19
13.600000000000003,1.0,0.8,1,17
8.799999999999999,1.0,1.1,1,8
1.6,1.0,0.8,1,2
164.8999999999999,1.0,1.7,1,97
145.59999999999974,1.0,1.6,1,91
134.1496153618545,1.0,1.7,1,79
116.71986841535691,1.0,1.6,1,73
106.43060804217764,1.0,1.6,1,67
103.51921049214232,1.0,1.6,1,65
103.20000000000016,1.0,1.2,1,86
97.0908712114637,1.0,1.2,1,81
93.4999999999999,1.0,1.1,1,85
82.69087121146367,1.0,1.2,1,69
82.19087121146367,1.0,1.7,1,52
82.0,1.0,1.0,1,82
81.55685424949237,1.0,1.5,1,56
76.82300904918662,1.0,1.4,1,58
75.73247736398939,1.0,1.4,1,58
74.64961536185444,1.0,1.7,1,44
69.0,1.0,1.0,1,69
65.57979589711329,1.0,1.1,1,60
60.29999999999993,1.0,0.9,1,67
56.69999999999994,1.0,0.9,1,63
50.39999999999995,1.0,0.9,1,56
27.37979589711328,1.0,1.1,1,25
27.0,1.0,1.0,1,27
26.87979589711328,1.0,1.6,1,17
26.37979589711328,1.0,1.5,1,19
19.500000000000004,1.0,1.3,1,15
12.8,1.0,1.6,1,8
4.8,1.0,0.8,1,6
3.2,1.0,0.8,1,4
1.2,1.0,1.2,1,1
152.84961536185438,1.0,1.7,1,90
150.39999999999972,1.0,1.6,1,94
110.40000000000018,1.0,1.2,1,92
91.09934207678528,1.0,1.6,1,58
89.50766968306226,1.0,1.4,1,64
81.49087121146367,1.0,1.2,1,68
76.59999999999991,1.0,1.3,1,59
76.5,1.0,0.9,1,85
73.89999999999993,1.0,1.3,1,57
71.09999999999997,1.0,0.9,1,79
68.20000000000003,1.0,1.1,1,62
61.47979589711333,1.0,1.1,1,56
54.40000000000003,1.0,1.6,1,34
47.99999999999996,1.0,0.8,1,60
47.5248076809272,1.0,1.7,1,28
11.700000000000005,1.0,0.9,1,13
5.0,1.0,1.0,1,5
3.2,1.0,1.6,1,2
96.50766968306228,1.0,1.4,1,69
84.60000000000005,1.0,0.9,1,94
82.49999999999996,1.0,1.1,1,75
79.61533936612443,1.0,1.4,1,57
76.71986841535706,1.0,1.6,1,48
64.44961536185443,1.0,1.7,1,38
62.0,1.0,1.0,1,62
60.50000000000005,1.0,1.1,1,55
54.00000000000004,1.0,1.2,1,45
47.19999999999996,1.0,0.8,1,59
36.4,1.0,1.3,1,28
21.0,1.0,1.4,1,15
166.59999999999988,1.0,1.7,1,98
131.50766968306243,1.0,1.4,1,94
130.4142135623731,1.0,1.5,1,87
121.32842712474618,1.0,1.5,1,81
120.0000000000002,1.0,1.2,1,100
105.29999999999986,1.0,1.3,1,81
96.0,1.0,1.0,1,96
92.0,1.0,1.0,1,92
72.79999999999987,1.0,0.8,1,91
68.89999999999993,1.0,1.3,1,53
63.0,1.0,1.0,1,63
50.60000000000004,1.0,1.1,1,46
44.40000000000002,1.0,1.2,1,37
33.979795897113284,1.0,1.1,1,31
33.479795897113284,1.0,1.7,1,23
33.0,1.0,1.0,1,33
28.800000000000008,1.0,1.6,1,18
22.414213562373096,1.0,1.5,1,15
16.690871211463566,1.0,1.2,1,14
13.600000000000003,1.0,0.8,1,17
13.414213562373096,1.0,1.5,1,9
12.600000000000003,1.0,0.9,1,14
10.800000000000002,1.0,0.9,1,12
3.6,1.0,0.9,1,4
115.52480768092732,1.0,1.7,1,68
91.0,1.0,1.0,1,91
74.69999999999999,1.0,0.9,1,83
66.0,1.0,1.0,1,66
63.1999999999999,1.0,0.8,1,79
60.79999999999991,1.0,0.8,1,76
41.39999999999996,1.0,0.9,1,46
29.99999999999999,1.0,1.2,1,25
27.59999999999999,1.0,1.2,1,23
16.799999999999997,1.0,1.2,1,14
12.0,1.0,1.5,1,8
7.999999999999999,1.0,0.8,1,10
117.0744230427817,1.0,1.7,1,69
110.39999999999984,1.0,1.3,1,85
98.99999999999989,1.0,1.1,1,90
93.49999999999989,1.0,1.3,1,72
89.65685424949238,1.0,1.5,1,60
87.99999999999993,1.0,1.1,1,80
83.90766968306224,1.0,1.4,1,60
70.40000000000002,1.0,1.1,1,64
64.79999999999993,1.0,0.9,1,72
62.70000000000005,1.0,1.1,1,57
45.399999999999984,1.0,1.3,1,35
44.0,1.0,1.0,1,44
23.7076696830622,1.0,1.4,1,17
22.40000000000001,1.0,0.8,1,28
6.6,1.0,1.1,1,6
4.199999999999999,1.0,1.4,1,3
164.8999999999999,1.0,1.7,1,97
159.72480768092714,1.0,1.7,1,94
116.02842712474614,1.0,1.5,1,78
106.49999999999986,1.0,1.3,1,82
102.06819989271172,1.0,1.6,1,69
94.91073962682056,1.0,1.6,1,60
86.41918358845304,1.0,1.1,1,79
85.50000000000006,1.0,0.9,1,95
85.24264068711928,1.0,1.5,1,57
81.13920268881841,1.0,1.2,1,68
73.32842712474618,1.0,1.5,1,49
71.84833147735476,1.0,0.9,1,80
66.39999999999989,1.0,0.8,1,83
62.239736830714165,1.0,1.6,1,39
61.04961536185442,1.0,1.7,1,36
56.0,1.0,1.0,1,56
52.0,1.0,1.0,1,52
49.50000000000004,1.0,1.1,1,45
33.299999999999976,1.0,0.9,1,37
29.69999999999998,1.0,0.9,1,33
26.0,1.0,1.0,1,26
21.599999999999994,1.0,1.2,1,18
18.40000000000001,1.0,0.8,1,23
16.69087121146357,1.0,1.2,1,14
15.490871211463569,1.0,1.2,1,13
15.200000000000005,1.0,0.8,1,19
9.000000000000002,1.0,0.9,1,10
3.2,1.0,0.8,1,4
139.19999999999976,1.0,1.6,1,87
56.10000000000005,1.0,1.1,1,51
54.0,1.0,1.0,1,54
10.4,1.0,1.3,1,8
166.59999999999988,1.0,1.7,1,98
125.39966431247016,1.0,1.6,1,81
115.69999999999985,1.0,1.3,1,89
115.41040393929086,1.0,1.6,1,78
99.270667108577,1.0,1.2,1,85
94.15960524607114,1.0,1.6,1,59
93.97979589711318,1.0,1.1,1,86
92.4797958971132,1.0,1.1,1,85
88.24264068711929,1.0,1.5,1,59
85.36602540378445,1.0,1.0,1,87
80.39999999999992,1.0,1.3,1,62
77.99666295470959,1.0,0.9,1,87
77.39999999999988,1.0,1.3,1,61
76.87979589711325,1.0,1.1,1,70
74.67979589711328,1.0,1.1,1,68
73.59999999999987,1.0,0.8,1,92
68.91421356237309,1.0,1.5,1,46
63.80000000000005,1.0,1.1,1,58
55.00000000000004,1.0,1.1,1,50
52.80000000000004,1.0,1.2,1,44
46.15960524607122,1.0,1.6,1,29
45.59923072370878,1.0,1.7,1,27
39.49087121146358,1.0,1.2,1,33
36.0,1.0,1.2,1,30
30.59999999999998,1.0,0.9,1,34
28.60000000000001,1.0,1.3,1,22
24.0,1.0,1.5,1,16
18.100000000000005,1.0,1.3,1,14
16.499999999999996,1.0,1.1,1,15
15.299999999999995,1.0,1.7,1,9
15.0,1.0,1.5,1,10
9.6,1.0,1.6,1,6
7.0,1.0,1.4,1,5
4.4,1.0,1.1,1,4
141.0,1.0,1.5,1,94
104.49999999999984,1.0,1.1,1,95
103.91986841535696,1.0,1.6,1,65
59.03973683071416,1.0,1.6,1,37
53.99999999999994,1.0,0.9,1,60
45.599999999999966,1.0,0.8,1,57
38.0,1.0,1.0,1,38
27.50000000000001,1.0,1.1,1,25
23.914213562373096,1.0,1.5,1,16
13.600000000000003,1.0,0.8,1,17
159.9999999999997,1.0,1.6,1,100
145.4142135623731,1.0,1.5,1,97
139.11986841535685,1.0,1.6,1,87
126.03351189858284,1.0,1.5,1,85
122.19999999999982,1.0,1.3,1,94
116.89854089452598,1.0,1.4,1,84
106.69087121146372,1.0,1.2,1,89
96.3660254037844,1.0,1.3,1,77
91.86602540378443,1.0,1.0,1,92
89.10000000000008,1.0,0.9,1,99
86.74264068711928,1.0,1.5,1,58
86.58174242292723,1.0,1.2,1,75
79.0,1.0,1.0,1,79
78.30766968306222,1.0,1.4,1,56
73.79999999999998,1.0,0.9,1,82
64.77979589711332,1.0,1.1,1,59
64.0,1.0,1.0,1,64
63.5,1.0,1.5,1,46
153.5198684153568,1.5,1.6,1,96
150.39999999999972,1.5,1.6,1,94
128.8000000000002,1.5,1.4,1,92
114.52842712474612,1.5,1.5,1,77
107.0900638084205,1.5,1.7,1,64
103.65689661524814,1.5,1.2,1,87
99.81370849898477,1.5,1.5,1,67
98.6383484153111,1.5,1.4,1,71
94.86602540378443,1.5,1.0,1,95
92.19999999999987,1.5,1.3,1,71
91.29999999999993,1.5,1.1,1,83
90.00000000000009,1.5,0.9,1,100
81.10766968306223,1.5,1.4,1,58
77.86602540378443,1.5,1.0,1,78
75.0,1.5,1.0,1,75
71.09999999999997,1.5,0.9,1,79
68.18174242292721,1.5,1.2,1,57
66.79999999999995,1.5,1.3,1,53
66.59999999999994,1.5,0.9,1,74
63.92765784845499,1.5,1.7,1,38
62.57979589711332,1.5,1.1,1,57
62.09999999999993,1.5,0.9,1,69
61.32842712474619,1.5,1.5,1,41
59.27979589711333,1.5,1.1,1,54
55.69999999999997,1.5,1.3,1,43
54.890871211463605,1.5,1.2,1,46
54.599999999999966,1.5,1.4,1,39
53.59999999999994,1.5,0.8,1,67
50.39999999999995,1.5,0.8,1,63
49.50000000000004,1.5,1.1,1,45
49.49999999999995,1.5,0.9,1,55
48.09999999999997,1.5,1.3,1,37
38.9,1.5,1.3,1,30
38.40000000000001,1.5,1.6,1,24
35.2,1.5,0.8,1,44
33.49087121146356,1.5,1.2,1,28
31.20000000000001,1.5,1.3,1,24
30.0,1.5,1.5,1,20
28.80000000000001,1.5,0.8,1,36
27.200000000000014,1.5,0.8,1,34
23.40000000000001,1.5,1.3,1,18
23.40000000000001,1.5,1.3,1,18
22.100000000000005,1.5,1.3,1,17
21.3,1.5,1.2,1,18
19.2,1.5,1.6,1,12
16.849615361854383,1.5,1.7,1,10
16.500000000000004,1.5,1.3,1,13
15.399999999999997,1.5,1.1,1,14
13.600000000000003,1.5,0.8,1,17
10.0,1.5,1.0,1,10
3.6,1.5,0.9,1,4
118.29999999999984,1.5,1.3,1,91
99.6153393661246,1.5,1.4,1,72
98.74264068711928,1.5,1.5,1,66
97.49999999999989,1.5,1.3,1,75
91.17979589711318,1.5,1.1,1,83
87.60000000000012,1.5,1.2,1,73
81.32753809841917,1.5,1.6,1,52
79.70766968306222,1.5,1.4,1,57
76.99999999999999,1.5,1.1,1,70
76.27442304278163,1.5,1.7,1,45
73.02480768092724,1.5,1.7,1,43
68.79999999999988,1.5,0.8,1,86
67.10766968306217,1.5,1.4,1,48
63.69999999999994,1.5,1.3,1,49
62.0,1.5,1.0,1,62
57.59999999999994,1.5,0.9,1,64
54.00000000000004,1.5,1.2,1,45
46.20000000000003,1.5,1.1,1,42
44.71986841535709,1.5,1.6,1,28
36.30766968306219,1.5,1.4,1,26
35.0,1.5,1.0,1,35
34.999999999999986,1.5,1.4,1,25
32.80000000000001,1.5,0.8,1,41
28.79999999999999,1.5,1.2,1,24
23.8,1.5,1.7,1,14
22.0,1.5,1.0,1,22
17.999999999999996,1.5,1.2,1,15
13.600000000000003,1.5,0.8,1,17
9.0,1.5,1.3,1,7
8.100000000000001,1.5,0.9,1,9
129.99999999999983,1.5,1.3,1,100
119.00000000000018,1.5,1.4,1,85
118.29999999999984,1.5,1.3,1,91
90.52842712474616,1.5,1.5,1,61
89.89087121146369,1.5,1.2,1,75
88.80000000000013,1.5,1.2,1,74
87.99999999999993,1.5,1.1,1,80
76.5,1.5,1.5,1,51
74.8,1.5,1.1,1,68
59.890871211463626,1.5,1.2,1,50
58.41421356237309,1.5,1.5,1,39
56.0,1.5,1.0,1,56
38.50000000000002,1.5,1.1,1,35
34.0,1.5,1.0,1,34
0.9,1.5,0.9,1,1
154.54961536185436,1.5,1.7,1,91
142.31986841535684,1.5,1.6,1,89
128.9142135623731,1.5,1.5,1,86
128.8000000000002,1.5,1.4,1,92
126.0999999999998,1.5,1.3,1,97
124.7999999999998,1.5,1.6,1,78
113.439736830714,1.5,1.6,1,71
108.65421893989496,1.5,1.7,1,65
107.70766968306232,1.5,1.4,1,77
103.32842712474618,1.5,1.5,1,69
100.14961536185449,1.5,1.7,1,59
93.19923072370884,1.5,1.7,1,55
88.97979589711319,1.5,1.1,1,81
86.52300904918665,1.5,1.4,1,62
85.84961536185448,1.5,1.7,1,51
83.23973683071411,1.5,1.6,1,53
81.90000000000003,1.5,0.9,1,91
78.30000000000001,1.5,0.9,1,87
76.72300904918662,1.5,1.4,1,55
75.0,1.5,1.0,1,75
72.39999999999993,1.5,1.3,1,56
67.39999999999993,1.5,1.3,1,52
63.05960524607123,1.5,1.6,1,41
61.59999999999991,1.5,0.8,1,77
59.3397368307141,1.5,1.6,1,38
58.39999999999996,1.5,1.3,1,45
57.89999999999996,1.5,1.3,1,45
53.59999999999994,1.5,0.8,1,67
52.199999999999946,1.5,0.9,1,58
45.49087121146359,1.5,1.2,1,38
42.29999999999996,1.5,0.9,1,47
39.60000000000002,1.5,1.1,1,36
38.82842712474619,1.5,1.5,1,26
37.32842712474619,1.5,1.5,1,25
35.89087121146357,1.5,1.2,1,30
28.00000000000001,1.5,0.8,1,35
27.50000000000001,1.5,1.1,1,25
24.80000000000001,1.5,0.8,1,31
21.0,1.5,1.0,1,21
20.5,1.5,1.4,1,16
19.86602540378444,1.5,1.0,1,20
19.780238966157533,1.5,1.5,1,18
17.1,1.5,0.9,1,19
16.800000000000004,1.5,0.8,1,21
16.32842712474619,1.5,1.5,1,11
15.919868415357064,1.5,1.6,1,10
15.399999999999997,1.5,1.1,1,14
13.600000000000003,1.5,0.8,1,17
8.4,1.5,1.4,1,6
1.4,1.5,1.4,1,1
1.0,1.5,1.0,1,1
148.5,1.5,1.5,1,99
147.0,1.5,1.5,1,98
129.51986841535688,1.5,1.6,1,81
126.0000000000002,1.5,1.4,1,90
124.63973683071396,1.5,1.6,1,78
105.02403840463606,1.5,1.7,1,62
104.49999999999984,1.5,1.1,1,95
90.89999999999988,1.5,1.3,1,70
85.86602540378445,1.5,1.0,1,86
77.74264068711928,1.5,1.5,1,52
76.79999999999986,1.5,0.8,1,96
74.69999999999999,1.5,0.9,1,83
71.99999999999997,1.5,0.9,1,80
70.19999999999993,1.5,1.3,1,54
69.60000000000008,1.5,1.2,1,58
69.10000000000008,1.5,1.6,1,45
61.59999999999991,1.5,0.8,1,77
47.600000000000016,1.5,1.7,1,28
42.4248076809272,1.5,1.7,1,25
41.600000000000016,1.5,1.6,1,26
33.60000000000001,1.5,0.8,1,42
33.148331477354766,1.5,0.9,1,37
27.300000000000008,1.5,1.3,1,21
26.914213562373096,1.5,1.5,1,18
25.199999999999992,1.5,1.4,1,18
17.1,1.5,0.9,1,19
15.999999999999998,1.5,1.6,1,10
13.5,1.5,1.5,1,9
11.0,1.5,1.0,1,11
9.6,1.5,1.6,1,6
148.55960524607096,1.5,1.6,1,93
148.4744230427816,1.5,1.7,1,88
142.15960524607098,1.5,1.6,1,89
139.60793672342578,1.5,1.6,1,88
135.70766968306245,1.5,1.4,1,97
130.44884608556328,1.5,1.7,1,77
130.07106781186548,1.5,1.5,1,87
129.99999999999983,1.5,1.3,1,100
114.00000000000018,1.5,1.2,1,95
111.38174242292732,1.5,1.2,1,93
103.83067873224893,1.5,1.4,1,75
99.99923072370886,1.5,1.7,1,59
96.0,1.5,1.0,1,96
94.0,1.5,1.0,1,94
82.13834841531103,1.5,1.4,1,59
80.69666295470961,1.5,0.9,1,90
76.79999999999986,1.5,0.8,1,96
72.79999999999987,1.5,0.8,1,91
70.19999999999996,1.5,0.9,1,78
70.01986841535698,1.5,1.6,1,49
67.09999999999992,1.5,1.3,1,55
65.69999999999993,1.5,0.9,1,73
65.69999999999993,1.5,0.9,1,73
63.9999999999999,1.5,0.8,1,80
57.805084773836654,1.5,1.5,1,40
56.698540894525735,1.5,1.4,1,41
52.69087121146361,1.5,1.2,1,44
46.6908712114636,1.5,1.2,1,39
45.89999999999996,1.5,0.9,1,51
45.39999999999996,1.5,1.5,1,31
45.0,1.5,1.0,1,45
44.00000000000003,1.5,1.1,1,40
39.0248076809272,1.5,1.7,1,23
34.0,1.5,1.0,1,34
22.000000000000004,1.5,1.1,1,20
18.0,1.5,1.0,1,18
16.999999999999996,1.5,1.7,1,10
13.500000000000004,1.5,0.9,1,15
11.700000000000005,1.5,0.9,1,13
11.0,1.5,1.0,1,11
10.800000000000002,1.5,0.9,1,12
7.2,1.5,1.2,1,6
6.0,1.5,1.5,1,4
5.6,1.5,0.8,1,7
2.4000000000000004,1.5,0.8,1,3
163.1248076809271,1.5,1.7,1,96
150.0,1.5,1.5,1,100
137.9142135623731,1.5,1.5,1,92
117.60000000000018,1.5,1.4,1,84
111.60000000000018,1.5,1.2,1,93
102.9142135623731,1.5,1.5,1,69
99.49087121146373,1.5,1.2,1,83
95.0,1.5,1.0,1,95
91.29999999999993,1.5,1.1,1,83
91.09087121146368,1.5,1.2,1,76
88.41421356237309,1.5,1.5,1,59
87.0,1.5,1.5,1,58
86.89999999999993,1.5,1.1,1,79
86.29087121146368,1.5,1.2,1,72
85.5,1.5,1.5,1,57
84.0,1.5,1.5,1,56
81.37442304278164,1.5,1.7,1,48
74.0,1.5,1.0,1,74
72.60000000000001,1.5,1.1,1,66
65.82842712474618,1.5,1.5,1,44
60.22812737446807,1.5,1.1,1,57
56.95959179422658,1.5,1.1,1,52
56.83973683071409,1.5,1.6,1,38
56.66726147728878,1.5,1.4,1,41
55.64833147735473,1.5,0.9,1,62
54.499999999999964,1.5,1.3,1,42
53.99999999999994,1.5,0.9,1,60
51.999999999999964,1.5,1.3,1,40
51.99999999999994,1.5,0.8,1,65
51.00000000000002,1.5,1.7,1,30
49.49999999999995,1.5,0.9,1,55
49.22480768092721,1.5,1.7,1,29
37.7,1.5,1.3,1,29
36.71421356237309,1.5,1.5,1,25
36.399999999999984,1.5,1.4,1,26
33.599999999999994,1.5,1.2,1,28
33.439736830714146,1.5,1.6,1,21
31.91986841535708,1.5,1.6,1,20
28.5,1.5,1.5,1,19
27.200000000000014,1.5,0.8,1,34
25.5,1.5,1.5,1,17
23.0,1.5,1.0,1,23
16.900000000000002,1.5,1.3,1,13
14.000000000000002,1.5,1.4,1,10
13.500000000000004,1.5,0.9,1,15
12.800000000000002,1.5,0.8,1,16
12.6,1.5,1.4,1,9
12.448331477354792,1.5,0.9,1,14
11.948331477354792,1.5,1.3,1,14
8.4,1.5,1.2,1,7
5.0,1.5,1.0,1,5
5.0,1.5,1.0,1,5
4.4,1.5,1.1,1,4
3.0,1.5,1.5,1,2
135.91986841535686,1.5,1.6,1,85
135.0,1.5,1.5,1,90
128.70766968306242,1.5,1.4,1,92
123.0153393661246,1.5,1.4,1,88
118.31986841535692,1.5,1.6,1,74
103.41533936612451,1.5,1.4,1,74
100.9595917942264,1.5,1.1,1,92
98.0000000000001,1.5,1.4,1,70
74.91421356237309,1.5,1.5,1,50
74.39999999999986,1.5,0.8,1,93
72.00000000000009,1.5,1.2,1,60
63.69999999999994,1.5,1.3,1,49
60.29999999999993,1.5,0.9,1,67
57.60000000000005,1.5,1.2,1,48
53.0,1.5,1.0,1,53
27.99999999999999,1.5,1.4,1,20
26.848331477354776,1.5,0.9,1,30
24.80000000000001,1.5,0.8,1,31
24.0,1.5,1.5,1,16
8.5,1.5,1.7,1,5
6.6,1.5,1.1,1,6
146.52480768092724,1.5,1.7,1,87
135.80000000000024,1.5,1.4,1,97
118.09999999999982,1.5,1.3,1,91
113.91421356237308,1.5,1.5,1,76
104.82842712474618,1.5,1.5,1,70
96.0,1.5,1.0,1,96
91.17979589711318,1.5,1.1,1,83
81.49087121146367,1.5,1.2,1,68
79.99999999999984,1.5,0.8,1,100
77.59999999999985,1.5,0.8,1,97
62.39999999999991,1.5,0.8,1,78
62.09999999999993,1.5,0.9,1,69
56.866025403784434,1.5,1.0,1,57
50.39999999999995,1.5,0.8,1,63
30.400000000000016,1.5,0.8,1,38
29.700000000000014,1.5,1.1,1,27
26.999999999999982,1.5,0.9,1,30
16.5,1.5,1.5,1,11
16.000000000000004,1.5,0.8,1,20
9.6,1.5,1.6,1,6
4.800000000000001,1.5,1.6,1,3
153.5999999999997,1.5,1.6,1,96
136.4142135623731,1.5,1.5,1,91
120.0000000000002,1.5,1.2,1,100
116.89999999999984,1.5,1.3,1,90
98.82842712474618,1.5,1.5,1,66
90.98174242292728,1.5,1.2,1,76
90.0797958971132,1.5,1.1,1,82
89.92941125896776,1.5,1.7,1,53
